date,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
2024-11-11,880.0,0.0,0.0,1100.0,1000.0,1100.0,220.0,1924800.0,2117195000.0,5272.0,125.0,0.0,0.0,1100.0,353186300.0,1997000000.0,300000000.0,300000000.0,4200.0,0.0,,5213100.0,5938452700.0,58.0
2024-11-12,1100.0,0.0,0.0,1375.0,1375.0,1375.0,275.0,929800.0,1278475000.0,2294.0,156.3,0.0,0.0,1375.0,166284900.0,1997000000.0,300000000.0,300000000.0,4800.0,0.0,,10600.0,16774000.0,23.0
2024-11-13,1375.0,0.0,0.0,1715.0,1715.0,1715.0,340.0,1785100.0,3061446500.0,3516.0,194.9,0.0,0.0,1715.0,109100500.0,1997000000.0,300000000.0,300000000.0,1400.0,0.0,,108200.0,150566500.0,18.0
2024-11-14,1715.0,0.0,0.0,2140.0,2000.0,2140.0,425.0,6391800.0,13678398000.0,6484.0,243.2,0.0,0.0,2140.0,50153300.0,1997000000.0,300000000.0,300000000.0,4100.0,0.0,,15700.0,32588000.0,15.0
2024-11-15,2140.0,0.0,0.0,2670.0,2240.0,2670.0,530.0,24184000.0,64570031000.0,11198.0,303.4,0.0,0.0,2670.0,18943400.0,1997000000.0,300000000.0,300000000.0,34000.0,2203700.0,,2000.0,5340000.0,4.0
2024-11-18,2670.0,0.0,0.0,3330.0,2520.0,3330.0,660.0,56462100.0,168959405000.0,43834.0,378.4,0.0,0.0,3330.0,578900.0,1997000000.0,300000000.0,300000000.0,155200.0,417000.0,,100000.0,222500000.0,1.0
2024-11-19,3330.0,0.0,0.0,0.0,0.0,3330.0,0.0,0.0,0.0,0.0,378.4,0.0,0.0,0.0,0.0,1997000000.0,300000000.0,300000000.0,0.0,0.0,,0.0,0.0,0.0
2024-11-20,3330.0,0.0,0.0,4150.0,3340.0,4150.0,820.0,36491500.0,144420650000.0,27839.0,471.6,4160.0,5944400.0,4150.0,306400.0,1997000000.0,300000000.0,300000000.0,184800.0,240100.0,,5600.0,18648000.0,1.0
2024-11-21,4150.0,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,0.0,471.6,0.0,0.0,0.0,0.0,1997000000.0,300000000.0,300000000.0,0.0,0.0,,32000.0,120000000.0,1.0
2024-11-22,4150.0,0.0,0.0,0.0,0.0,4150.0,0.0,0.0,0.0,0.0,471.6,0.0,0.0,0.0,0.0,1997000000.0,300000000.0,300000000.0,0.0,0.0,,0.0,0.0,0.0
2024-11-25,4150.0,0.0,0.0,3760.0,3740.0,3740.0,-410.0,3831900.0,14347186000.0,1388.0,425.0,3740.0,6627000.0,0.0,0.0,1997000000.0,300000000.0,300000000.0,0.0,0.0,,580000.0,2169200000.0,2.0
2024-11-26,3740.0,0.0,0.0,4110.0,3740.0,4110.0,370.0,6927500.0,27547506000.0,5065.0,467.0,0.0,0.0,4110.0,1000200.0,1997000000.0,300000000.0,300000000.0,2500.0,0.0,,405200.0,1663952000.0,4.0
2024-11-28,4110.0,0.0,0.0,3960.0,3950.0,3950.0,-160.0,2630500.0,10394671000.0,1673.0,448.9,3950.0,330000.0,3940.0,7100.0,1997000000.0,300000000.0,300000000.0,1000.0,2000.0,,0.0,0.0,0.0
2024-11-29,3950.0,0.0,0.0,3750.0,3670.0,3680.0,-270.0,3860300.0,14190844000.0,1520.0,418.2,3690.0,600.0,3680.0,1293400.0,1997000000.0,300000000.0,300000000.0,500.0,0.0,,0.0,0.0,0.0
2024-12-02,3680.0,0.0,0.0,3790.0,3720.0,3740.0,60.0,1620200.0,6101811000.0,963.0,425.0,3750.0,1400.0,3740.0,101600.0,1997000000.0,300000000.0,300000000.0,0.0,0.0,,0.0,0.0,0.0
2024-12-03,3740.0,0.0,0.0,4110.0,3810.0,4110.0,370.0,3676700.0,14494250000.0,1193.0,467.0,0.0,0.0,4110.0,1114100.0,1997000000.0,300000000.0,300000000.0,0.0,2000.0,,10000.0,40000000.0,1.0
2024-12-04,4110.0,0.0,0.0,4520.0,4120.0,4520.0,410.0,2250200.0,9734824000.0,1123.0,513.6,0.0,0.0,4520.0,2212600.0,1997000000.0,300000000.0,300000000.0,2500.0,0.0,,0.0,0.0,0.0
2024-12-05,4520.0,0.0,0.0,4990.0,4020.0,4340.0,-180.0,33407300.0,146073073000.0,21804.0,493.2,4340.0,192900.0,4310.0,2500.0,1997000000.0,300000000.0,300000000.0,19500.0,417100.0,,0.0,0.0,0.0
2024-12-06,4340.0,0.0,0.0,4790.0,4260.0,4780.0,440.0,16812000.0,76332298000.0,11584.0,543.2,4790.0,47000.0,4780.0,1216900.0,1997000000.0,300000000.0,300000000.0,29100.0,149600.0,,0.0,0.0,0.0
2024-12-09,4780.0,4850.0,4850.0,5975.0,4800.0,5975.0,1195.0,37974700.0,209285713500.0,28354.0,679.0,0.0,0.0,5975.0,856200.0,1997000000.0,300000000.0,300000000.0,115800.0,1904000.0,,3105950.0,14783854000.0,2.0
2024-12-10,5975.0,6250.0,6275.0,6500.0,5100.0,5900.0,-75.0,35220100.0,205012030000.0,29812.0,670.5,5925.0,800.0,5900.0,75100.0,1997000000.0,300000000.0,300000000.0,337400.0,1855000.0,,5900.0,33785000.0,2.0
2024-12-11,5900.0,6000.0,6000.0,6725.0,6000.0,6225.0,325.0,19445400.0,124021722500.0,18653.0,707.4,6250.0,19500.0,6225.0,69100.0,1997000000.0,300000000.0,300000000.0,240200.0,340700.0,,3783150.0,19851089250.0,3.0
2024-12-12,6225.0,6350.0,6375.0,6525.0,5100.0,5500.0,-725.0,19408600.0,112634967500.0,17962.0,625.0,5550.0,200.0,5500.0,62400.0,1997000000.0,300000000.0,300000000.0,289900.0,261600.0,,0.0,0.0,0.0
2024-12-13,5500.0,5650.0,5675.0,5825.0,5175.0,5500.0,0.0,10050900.0,54884995000.0,10186.0,625.0,5525.0,5500.0,5500.0,316100.0,1997000000.0,300000000.0,300000000.0,196800.0,309600.0,,0.0,0.0,0.0
2024-12-16,5500.0,5550.0,5550.0,5575.0,5200.0,5275.0,-225.0,6632300.0,35637185000.0,6154.0,599.4,5275.0,2700.0,5250.0,179700.0,1997000000.0,300000000.0,300000000.0,418200.0,644500.0,,0.0,0.0,0.0
2024-12-17,5275.0,5300.0,5300.0,5875.0,5275.0,5575.0,300.0,12682100.0,71189995000.0,10709.0,633.5,5600.0,900.0,5575.0,65700.0,1997000000.0,300000000.0,300000000.0,791800.0,1160300.0,,0.0,0.0,0.0
